,label,indices
10862,Variable 'k' in programming and mathematical contexts,"[113, 508, 276, 52, 325, 221, 308, 121, 78, 15592]"
10868,Mathematical reasoning and equation manipulation,"[4431, 2229, 1393, 5586, 10468, 2369, 5566, 4563, 9610, 2105]"
10872,Absolute value in mathematical contexts,"[12274, 2965, 13484, 12378, 9704, 5238, 16363, 9602, 4882, 23562]"
10874,Spatial and relational concepts in programming,"[966, 5, 410, 5283, 1828, 19136, 7339, 463, 4022, 5416]"
10913,Mathematical and algorithmic explanations,"[237, 468, 1601, 6162, 4136, 363, 9043, 1789, 7298, 5379]"
10916,Mathematical reasoning and algorithmic problem-solving,"[7803, 11973, 1008, 6815, 8272, 15705, 958, 201, 4766, 6081]"
10924,Mathematical calculations and equations,"[1954, 3988, 4126, 3041, 7113, 4789, 3039, 3998, 1354, 7055]"
10944,Mathematical calculation and comparison operations,"[7624, 947, 5355, 9472, 282, 271, 1917, 2411, 1192, 12960]"
10947,Definition or equation statements,"[2367, 2390, 1191, 1881, 2650, 1450, 9765, 1856, 1656, 5646]"
10949,Mathematical formulation with variables and equations,"[3524, 4298, 958, 1944, 681, 436, 1415, 438, 3527, 1632]"
10952,Input/output examples in programming problems,"[526, 302, 587, 877, 384, 554, 553, 723, 469, 266]"
10960,State-based mathematical and algorithmic reasoning,"[10194, 12899, 10288, 1187, 10183, 9519, 5359, 1089, 10201, 8719]"
10963,Complex algorithmic and mathematical problem-solving,"[221, 15519, 61, 15497, 756, 189, 419, 41, 419, 539]"
10967,Mathematical reasoning in thinking,"[7495, 4822, 2683, 978, 5419, 6538, 3123, 2466, 2067, 1756]"
10970,Explaining specific values in mathematical contexts,"[9749, 8675, 13046, 6191, 11666, 10057, 4161, 5628, 20350, 11663]"
10972,Small integers in mathematical and computational contexts,"[6778, 9318, 7913, 4941, 3913, 17414, 4428, 5846, 11824, 10913]"
10976,Mathematical calculation explanations in problem-solving,"[1812, 2143, 1254, 2382, 2383, 1172, 2350, 9347, 1629, 2388]"
10980,Algorithm explanation in coding problems,"[1640, 2299, 1157, 6359, 1085, 14807, 3877, 2132, 2246, 672]"
10999,Mathematical computation during problem solving,"[3756, 4005, 6294, 2257, 6038, 2640, 1317, 2861, 1368, 809]"
11006,Programming problem descriptions and algorithmic reasoning,"[141, 32, 96, 98, 96, 310, 98, 143, 56, 502]"
11011,Mathematical reasoning about distances and minimality,"[5706, 1395, 1504, 6251, 8010, 1817, 6163, 1843, 4138, 1378]"
11021,Mathematical problem-solving reasoning,"[2150, 2151, 2178, 6034, 15565, 2148, 9517, 575, 20569, 454]"
11025,Mathematical subtraction operations,"[8827, 8444, 10679, 19609, 6686, 7956, 6084, 6076, 4018, 6209]"
11048,Algorithm explanation and computational problem-solving,"[353, 259, 386, 178, 353, 309, 178, 360, 386, 491]"
11050,Mathematical variables and operators in algorithms,"[4287, 4978, 11927, 12277, 13500, 12957, 17718, 3871, 8593, 8206]"
11051,Mathematical calculation and numerical reasoning,"[5294, 3139, 14298, 1235, 1597, 1365, 1588, 1570, 12173, 3683]"
11065,Mathematical definitions and formulas,"[60, 32, 169, 52, 128, 106, 122, 142, 67, 217]"
11069,Mathematical property attribution in reasoning,"[436, 11608, 1046, 193, 305, 571, 1067, 653, 151, 816]"
11078,Mathematical problem-solving and calculation,"[4295, 13708, 6656, 4281, 9744, 212, 305, 2175, 9918, 4902]"
11089,Mathematical operations in code,"[4221, 8226, 3103, 4589, 19574, 4135, 3569, 7910, 16991, 2661]"
11092,Transformation operations in mathematics and computing,"[6521, 4, 3662, 4, 23, 1687, 9446, 286, 19, 158]"
11101,Taking specific examples during mathematical reasoning,"[560, 12799, 2776, 403, 5400, 389, 434, 1711, 6386, 939]"
11144,Mathematical reasoning with logarithms and exponents,"[403, 5133, 6412, 3738, 118, 2542, 8, 19935, 1592, 3602]"
11151,Reference to problem description or explanation,"[510, 372, 763, 611, 487, 434, 369, 786, 666, 629]"
11156,Mathematical formula explanations in computational problems,"[1103, 3494, 15187, 3335, 2418, 2320, 7564, 1260, 5471, 1365]"
11157,"Geometric reasoning about points, lines, and shapes","[4844, 5135, 185, 1028, 1773, 5311, 3307, 1776, 3625, 3685]"
11168,Integer values in mathematical or programming contexts,"[2899, 4721, 4344, 2505, 2402, 5273, 10131, 1660, 4435, 10362]"
11171,Mathematical variable assignment and equality reasoning,"[16173, 13249, 14935, 13326, 13461, 11381, 10601, 9761, 14546, 22787]"
11181,Mathematical conditional reasoning,"[9738, 1250, 18367, 14517, 13383, 7026, 5212, 2822, 3712, 862]"
11186,Mathematical problem-solving explanations,"[1019, 9856, 4145, 2001, 4624, 14223, 8779, 10059, 1791, 14576]"
11198,Mathematical and logical reasoning explanations,"[3521, 1115, 528, 4526, 4281, 3641, 8714, 2736, 4855, 379]"
11199,Mathematical problem-solving,"[10226, 5317, 12422, 4987, 7931, 8691, 9085, 7217, 11990, 9217]"
11207,Mathematical variables and notation,"[53, 353, 86, 682, 115, 1169, 187, 170, 64, 324]"
11216,Mathematical symbols and numbers,"[7406, 463, 1085, 9568, 4536, 525, 3915, 7866, 5587, 4657]"
11217,Mathematical notation and expressions,"[3692, 8358, 10134, 21463, 10164, 6353, 4421, 8205, 2794, 7966]"
11224,Numbers in programming and algorithm contexts,"[954, 877, 968, 951, 947, 1171, 955, 1112, 924, 763]"
11227,Explaining possibilities and categorization,"[5192, 5375, 9853, 8987, 1479, 2955, 9434, 7695, 4905, 6821]"
11230,Mathematical notation and symbols in technical problem solving,"[18885, 1931, 1463, 4732, 8744, 18958, 9628, 19254, 11735, 3258]"
11249,Mathematical notation and expressions,"[9486, 3246, 1403, 2883, 6231, 2453, 5529, 2660, 7536, 7252]"
11263,Variable names in mathematical expressions,"[2886, 1644, 4138, 3159, 2899, 2863, 3536, 3611, 4435, 17798]"
11268,Mathematical operations in formulas and code,"[1558, 4165, 9315, 5755, 5527, 7703, 2547, 4713, 10017, 8377]"
11291,Mathematical variable definitions and constraints,"[273, 5002, 5756, 13567, 1589, 2236, 440, 3413, 1588, 5364]"
11299,Mathematical reasoning operation verbs,"[2205, 2399, 244, 580, 1359, 5744, 81, 388, 2685, 1118]"
11300,Sum operations in programming and mathematics,"[4067, 10304, 5411, 1374, 10552, 1471, 12359, 6303, 13107, 3183]"
11322,angle-based mathematical reasoning,"[12885, 2473, 5812, 5130, 3737, 627, 664, 2312, 842, 5392]"
11325,Mathematical notation and expressions,"[3023, 8169, 5221, 8168, 1052, 4240, 3986, 8145, 1163, 17355]"
11342,Adding values in algorithms and mathematical expressions,"[7177, 3185, 8681, 7538, 7101, 7413, 4152, 8079, 9888, 1854]"
11358,Mathematical calculations and numerical reasoning,"[8777, 8776, 1562, 6880, 1921, 4840, 7967, 4846, 3629, 5455]"
11378,Mathematical reasoning about algorithm steps,"[5976, 4080, 5303, 2687, 3003, 1389, 2627, 4541, 5120, 6339]"
11389,complexity and complex systems,"[678, 14086, 6, 9, 11292, 8, 3505, 5, 35, 5945]"
11410,Mathematical reasoning and step-by-step problem solving,"[3154, 3648, 22404, 8813, 634, 8801, 16004, 1182, 908, 1828]"
11417,Computational geometry concepts related to lines and line segments,"[1952, 1505, 1947, 5596, 4175, 1638, 13090, 14694, 9621, 12702]"
11425,Mathematical reasoning in algorithmic problem solving,"[2227, 2577, 899, 6763, 3562, 5665, 2728, 966, 1776, 5076]"
11426,Variable names in mathematical and algorithmic contexts,"[1701, 3197, 790, 9793, 1962, 9882, 8694, 2983, 3637, 5087]"
11446,The variable x in mathematical and programming contexts,"[2180, 9957, 561, 4695, 3679, 4825, 6960, 5667, 4698, 9621]"
11448,Mathematical problem-solving reasoning,"[2430, 3418, 4436, 5125, 9442, 6871, 4478, 449, 5632, 7128]"
11451,Mathematical algorithm problem-solving,"[4060, 3148, 8921, 10629, 7513, 15484, 12348, 8429, 8627, 6518]"
11460,Mathematical variables in equations and formulas,"[4485, 13844, 4486, 3958, 16039, 1170, 4471, 3241, 12306, 2155]"
11470,Mathematical variables and parameters,"[12335, 2937, 2201, 9032, 10546, 276, 1782, 3413, 361, 2632]"
11471,Mathematical operations and arithmetic reasoning,"[747, 2501, 1900, 1514, 421, 832, 2166, 1648, 4315, 1711]"
11475,Mathematical calculations and numerical reasoning,"[3721, 2256, 3909, 1433, 707, 4660, 2941, 2117, 3549, 5633]"
11478,Explaining which algorithmic approach solves a complex problem,"[711, 1614, 8228, 6355, 3993, 4693, 4756, 9436, 744, 433]"
11487,searching for mathematical patterns or formulas to solve problems efficiently,"[9172, 10799, 10618, 1117, 1684, 1096, 1008, 2912, 355, 720]"
11504,mathematical reasoning and pattern analysis,"[5127, 4557, 967, 815, 15374, 1606, 4710, 1658, 787, 2842]"
11519,Mathematical reasoning and problem solving,"[9519, 11570, 1250, 10825, 14224, 762, 3926, 12970, 6179, 12537]"
11522,Mathematical reasoning and optimization,"[5992, 7597, 2952, 163, 301, 300, 127, 1201, 7598, 3978]"
11526,First line of algorithmic explanation,"[15995, 15900, 22884, 11235, 16186, 11429, 21683, 12897, 7575, 17223]"
11547,Programming problem descriptions and explanations,"[74, 63, 162, 96, 79, 102, 78, 85, 96, 146]"
11552,Mathematical reasoning and calculations,"[2118, 2837, 1308, 1856, 1261, 1018, 10539, 2892, 10538, 7140]"
11565,Mathematical notation and symbols in equations,"[1654, 19818, 16795, 4014, 9104, 9366, 9675, 18253, 22043, 772]"
11566,Mathematical operations in code,"[5292, 4455, 4502, 8547, 15616, 17353, 11648, 20696, 16355, 1750]"
11567,Real numbers and reality concepts,"[959, 8747, 20710, 6, 14009, 6031, 6068, 13938, 2687, 6707]"
11574,Code explanation for programming problems,"[2511, 596, 6172, 11543, 2860, 4015, 1316, 210, 7315, 2953]"
11581,Logical reasoning and mathematical problem-solving,"[5761, 15609, 10831, 8544, 5978, 3912, 14976, 6476, 3578, 4820]"
11590,Mathematics terminology and concepts,"[6864, 2832, 2730, 2733, 5684, 5672, 5691, 2844, 6861, 3580]"
11597,Mathematical condition explanations,[]
11598,Algorithm explanation and programming solutions,[]
11630,Mathematical expressions and calculations,[]
11633,Programming problem solution explanations,[]
11648,Expressing one variable in terms of another in mathematics,[]
11649,The number 1 in programming and mathematics,[]
11658,Small integers (1-2) in mathematical and computational contexts,"[9010, 5653, 13818, 5393, 6277, 5834, 3491, 13508, 11513, 13654]"
11659,Code with numeric values and mathematical operations,"[2229, 5885, 4125, 6983, 2428, 5147, 381, 3118, 2232, 2287]"
11666,Mathematical terminology related to modular arithmetic and additive groups,"[557, 2068, 991, 3240, 141, 2352, 277, 1003, 4835, 7384]"
11668,Mathematical expressions and equations,"[7346, 6448, 9594, 2444, 2776, 13939, 10044, 9959, 5663, 1450]"
11671,Mathematical and algorithmic problem-solving,"[911, 5145, 4855, 5282, 8692, 2675, 1223, 1255, 436, 11553]"
11692,Mathematical problem solving in competitive programming,[]
11697,Algorithm explanation in programming solutions,[]
11701,Algorithmic problem-solving explanations,[]
11735,Algorithm explanation and mathematical reasoning,[]
11737,zero in mathematical contexts,[]
11802,Algorithm and computational problem-solving explanations,[]
11804,Mathematical reasoning with large numbers,[]
11817,difference calculations in mathematical reasoning,[]
11840,End of technical explanation,[]
11841,Mathematical expressions and equations,[]
11845,Numbers in computational contexts,[]
11846,Small integers in mathematical reasoning,[]
11883,Dynamic programming concepts and implementation,[]
11908,Mathematical expressions and operations,[]
11963,Mathematical constraint relationships,[]
11968,Mathematical calculation steps,[]
11991,Mathematical reasoning with variables and equations,[]
11997,Mathematical reasoning and logical constraints,[]
12016,Mathematical operations in equation solving,[]
12028,Mathematical equality and operations,[]
12038,Mathematical reasoning and equation solving,[]
12042,maximum optimization concepts,[]
12055,Computational geometry and mathematical problem solving,[]
12073,Mathematical multiplication operations,[]
12076,Numbers in mathematical formulas and equations,[]
12077,Circularity and round-based concepts,[]
12084,Small integers in mathematical contexts,[]
12085,Thinking through mathematical problem solving,[]
12088,Explaining how to solve a problem,[]
12094,Numbers in programming problems,[]
12104,Algorithmic examples in explanations,[]
12105,Mathematical optimization problems,[]
12120,Mathematical equations and expressions,[]
12134,Mathematical reasoning in geometry problems,[]
12142,Variable names in mathematical contexts,[]
12150,Problem-solving explanation,[]
12153,Problem-solving and algorithm explanation,[]
12161,Mathematical addition operator in programming problems,[]
12196,Mathematical expressions and numerical calculations,[]
12200,Mathematical and algorithmic patterns,[]
12202,Mathematical operators in LaTeX expressions,[]
12213,Thorough mathematical problem solving,[]
12223,Analyzing examples in problem-solving,[]
12230,Mathematical reasoning about repetition or multiple instances,[]
12250,Mathematical notation and algebraic expressions,"[4664, 3633, 10956, 825, 2024, 3992, 535, 12503, 4355, 2637]"
12255,Mathematical multiplication operations,[]
12289,Mathematical expressions and notation,[]
12294,Algorithm and data structure explanations,[]
12308,Mathematical reasoning,[]
12314,Maximum value determination in mathematical reasoning,[]
12328,The number 4 in mathematical expressions,[]
12343,Mathematical and programming syntax elements,[]
12347,Mathematical and geometric relationships,[]
12364,Mathematical variables and equations in problem solving,[]
12366,Circular objects and concepts,[]
12371,Small integers in mathematical reasoning,[]
12372,Self-questioning and verification in mathematical reasoning,[]
12377,Problem-solving for mathematical and algorithmic challenges,[]
12384,Mathematical reasoning and calculations,[]
12437,Mathematical comparison operations,[]
12464,Technical explanation of code and algorithms,[]
12472,Mathematical difference explanations,[]
12543,Algorithm implementation and explanation,[]
12565,Place value terminology in numbers,[]
12591,Intermediate calculation results in mathematical reasoning,[]
12593,Mathematical reasoning with step-by-step calculations,[]
12601,Mathematical reasoning and problem-solving,[]
12606,Mathematical problem-solving,[]
12609,Algorithm and data structure explanations in programming,[]
12626,Logical reasoning and mathematical problem solving,[]
12627,Algorithmic problem-solving explanations,[]
12630,Programming problem-solving explanations,[]
12639,Mathematical problem solving,[]
12643,Mathematical variables and expressions in algorithmic problem-solving,[]
12656,Mathematical reasoning in thinking mode,[]
12668,Mathematical reasoning and calculation,[]
12670,Mathematical assignment operations and calculations,[]
12695,Problem-solving and analytical reasoning,[]
12733,Example introduction in technical explanations,[]
12735,Mathematical variables and notation,[]
12742,Mathematical calculations and numerical reasoning,[]
12751,Mathematical expressions in programming code,"[16276, 14101, 9721, 17675, 11137, 19460, 13116, 15062, 18793, 13045]"
12781,Mathematical reasoning with arrays and indices,[]
12784,Mathematical reasoning in problem-solving steps,[]
12798,Mathematical problem-solving in programming contexts,[]
12810,mathematical calculation steps,[]
12817,Algorithmic problem-solving explanation,[]
12836,Mathematical reasoning and calculation steps,[]
12837,Counting and enumeration in mathematical contexts,[]
12844,Programming problem outputs and mathematical expressions,[]
12856,Collections and their contents in mathematical problems,[]
12872,Mathematical operations and algebraic manipulations,[]
12876,Mathematical reasoning and algorithmic explanation,[]
12877,Mathematical problem solving,[]
12909,Mathematical calculation steps,[]
12916,Mathematical reasoning through systematic case analysis,[]
12922,Comma in mathematical or algorithmic explanation,[]
12931,Minimum and maximum operations in mathematical contexts,[]
12942,Spaces between numerical inputs in mathematical problems,[]
12946,Phrases about quantities using 'number of',[]
12967,Algorithm or technique application explanation,[]
12977,Mathematical calculation steps,[]
12985,Mathematical notation and algebraic expressions,[]
12991,Quantity and repetition patterns,[]
13002,Geometric and spatial relationships,[]
13006,Mathematical computation explanation,[]
13013,Mathematical expressions and calculations in code,[]
13015,Algorithmic problem-solving explanations,[]
13018,Mathematical and programming operators,[]
13028,Providing examples to illustrate concepts,[]
13039,Mathematical reasoning and geometric problem solving,[]
13040,Mathematical variables and operators in problem-solving contexts,[]
13052,Mathematical constraint satisfaction,[]
13068,Mathematical problem-solving and algorithmic reasoning,[]
13107,Mathematical reasoning and formula manipulation,[]
13109,Programming problem solution explanations,[]
13117,Algorithm and problem-solving explanations,[]
13119,Numbers in programming problems,[]
13124,algorithmic and data structure explanations,[]
13125,Mathematical reasoning with concrete examples,[]
13149,Mathematical properties and structures,[]
13153,Algorithm explanation and computational problem-solving,[]
13174,minimization and smallness concepts,"[1559, 4260, 1877, 7217, 3009, 2873, 976, 8720, 12381, 7878]"
13181,Mathematical answer boxing notation,"[4688, 3429, 3123, 3339, 4256, 5100, 2790, 5283, 1073, 1721]"
13188,Variables and placeholders in mathematical/programming contexts,"[3982, 1880, 2704, 2107, 12795, 2256, 3663, 4641, 386, 8073]"
13208,Mathematical reasoning with variables and substitution,[]
13215,Mathematical reasoning and calculation,[]
13245,subtraction operations in mathematical calculations,[]
13247,Beginning of mathematical expressions in LaTeX format,[]
13252,Mathematical optimization and algorithmic reasoning,[]
13260,Mathematical comparison operations,[]
13264,Mathematical problem solving,[]
13266,Variable n in programming and mathematical contexts,[]
13303,Intermediate calculation values in mathematical problems,[]
13311,Algorithm explanation in programming contexts,[]
13313,Mathematical property classification of numbers,[]
13321,Mathematical calculations and expressions,[]
13322,Programming problem explanations,[]
13347,Mathematical calculation and reasoning,[]
13402,Algorithmic problem solving explanations,[]
13416,Definite articles in mathematical and technical explanations,[]
13417,Mathematical explanations and definitions,[]
13423,Variable and parameter names in mathematical and computational contexts,[]
13427,The assistant is solving a mathematical problem,[]
13441,Mathematical equation results,[]
13471,Algorithmic problem-solving explanations,[]
13474,Mathematical reasoning and problem-solving,[]
13490,Mathematical reasoning with variables and operators,[]
13497,Numeric values in programming and algorithmic contexts,[]
13498,Mathematical variables in equations and proofs,[]
13501,Small integers in mathematical reasoning,[]
13505,Mathematical operations in code,[]
13507,Numbers in computational contexts,[]
13508,Numbers in mathematical contexts,[]
13527,Mathematical constraints and variable definitions in problem statements,[]
13530,Programming code and algorithm explanations,[]
13538,numerical structure and organization,[]
13549,Algorithm explanation and problem solving,[]
13551,Thinking about abstract modeling of problems,[]
13563,Application of mathematical theorems and algorithms to solve problems,[]
13614,Explaining complex algorithms and data structures,[]
13644,Mathematical comparison operations,[]
13652,Mathematical reasoning with numbers,[]
13675,Mathematical comparison operations,[]
13676,Mathematical variable assignment with addition operations,[]
13679,Mathematical operations in code,[]
13681,Probability concepts in mathematical reasoning,[]
13683,Mathematical variable relationships and operations,[]
13705,Mathematical geometry in unit space,[]
13724,Mathematical fractions in problem-solving contexts,[]
13729,Mathematical expressions and equations,[]
13732,Numerical values in mathematical contexts,[]
13737,directional relationships in mathematical or computational contexts,[]
13741,Mathematical and algorithmic reasoning,[]
13742,Explaining relationships in algorithmic solutions,[]
13768,Mathematical and algorithmic problem-solving,[]
13784,Math and algorithm problem solving,[]
13788,Thinking through complex mathematical and algorithmic problems,[]
13793,Small integers and numerical digits in mathematical contexts,[]
13811,Mathematical expressions that would be rendered as images,[]
13820,Computational reasoning in mathematical problem solving,[]
13824,Dynamic programming concepts and implementation,[]
13832,Mathematical reasoning and calculation,[]
13834,Programming problem descriptions and algorithmic reasoning,[]
13842,Mathematical programming problem statements,[]
13848,Math and number theory,[]
13853,Factorial calculations in mathematical contexts,[]
13855,Mathematical calculation and equality expressions in algorithmic reasoning,[]
13885,Mathematical accumulation operations in algorithms,[]
13907,addition operations in explanations,[]
13908,Complex algorithmic and mathematical reasoning,[]
13911,Mathematical reasoning about relationships and equivalences,[]
13913,Mathematical integration and calculus concepts,[]
13918,Competitive programming or mathematical problem statements,[]
13924,Non-negative number constraints in mathematical reasoning,[]
13925,Geometric angle measurements in mathematical problems,[]
13935,Programming and coding concepts,[]
13936,Mathematical calculation and reasoning,[]
13942,Mathematical equation explanations with focus on linear equations and slopes,[]
13952,Intermediate calculation results in mathematical reasoning,[]
13953,Mathematical subtraction operations,[]
13964,Mathematical reasoning and step-by-step problem solving,[]
13968,Programming algorithm explanations,[]
13971,Mathematical expressions and numerical notation,[]
14005,Mathematical variables and constants in equations,[]
14027,mathematical problem solving with numbers and algorithms,[]
14067,Mathematical operations and notation in reasoning,[]
14088,Mental visualization and spatial reasoning in mathematics,[]
14091,Mathematical notation and technical symbols in algorithms,[]
14099,Mathematical reasoning and comparison operations,[]
14112,Problem solving in computational contexts,[]
14114,Detailed mathematical reasoning,[]
14125,Mathematical relation definitions and notation,[]
14132,mathematical operations in geometric problems,[]
14153,Mathematical formulas and algebraic expressions,[]
14158,Algorithm problem-solving explanations,[]
14161,Mathematical operations in code implementations,[]
14162,Mathematical addition operator in problem-solving contexts,[]
14165,Mathematical notation in algorithm explanations,[]
14166,Pairing and matching concepts in algorithms and mathematics,[]
14189,Mathematical reasoning with variables and exponents,[]
14197,Mathematical reasoning that applies general concepts to specific cases,[]
14199,Mathematical problem solving,[]
14211,Mathematical formulas in programming explanations,[]
14219,Algorithmic problem-solving explanations,[]
14237,Explaining approaches to solve problems,[]
14245,Mathematical reasoning about differences and calculations,[]
14247,Variable assignments and array indexing in mathematical reasoning,[]
14252,Mathematical problem-solving in competitive programming,[]
14268,Mathematical calculation steps,[]
14283,Mathematical representation of physical spaces,[]
14337,Small integers in programming and mathematical contexts,[]
14338,Numbers in programming problem contexts,[]
14357,Abstract concept definitions in educational text,[]
14382,Algorithmic problem-solving explanations,[]
14385,Mathematical constraints and optimization reasoning,[]
14386,Mathematical calculations and notation,"[3976, 4803, 3892, 1402, 13073, 4754, 4837, 4164, 4925, 8080]"
14393,Numbers in mathematical expressions,[]
14394,Multiplication operations in mathematical contexts,[]
14397,Mathematical and logical relationships between objects,[]
14418,mathematical scaling and proportional relationships,[]
14426,Mathematical problem-solving,[]
14433,Mathematical calculations and operations,[]
14434,Mathematical pairs and relationships,[]
14437,Algorithmic problem-solving explanations,[]
14446,Definitional reasoning and concept clarification,[]
14498,Algorithm explanation patterns,[]
14501,Explaining minimum value operations in algorithms,[]
14503,Mathematical expressions with variables and operations,[]
14507,Mathematical equation components and calculations,[]
14509,mathematical operations and variable assignments in programming contexts,[]
14511,Mathematical operations and numerical reasoning,[]
14517,Square root calculations in mathematical reasoning,[]
14539,Programming and algorithmic problem descriptions,[]
14550,Spaces during mathematical calculations,[]
14555,Problem description with operations and relationships,[]
14558,Mathematical calculations and algorithmic problem-solving,[]
14566,The assistant is solving a complex mathematical problem,[]
14582,Mathematical equations and variable assignments,[]
14583,Integer constraints in mathematical reasoning,[]
14598,Numbers in mathematical comparisons and calculations,[]
14599,Explaining proximity or nearest-neighbor concepts,[]
14606,Small integers in algorithmic explanations,[]
14610,Algorithmic problem-solving explanations,[]
14611,Introduction of explanations or examples,[]
14616,Numbers in programming problems,[]
14623,Mathematical subtraction operations,[]
14629,Mathematical problem-solving,[]
14633,"Mathematical operations, especially subtraction",[]
14635,Mathematical problem solving with geometric calculations,[]
14638,Algorithm explanation and computational problem-solving,[]
14651,Mathematical operations and numerical comparisons,[]
14656,modeling this problem,[]
14672,Mathematical reasoning and calculation steps,[]
14684,Mathematical and logical operation symbols in explanations,[]
14705,Algorithmic problem-solving explanations,"[1332, 5492, 1273, 4980, 3775, 846, 2348, 1887, 5950, 11431]"
14713,Mathematical calculation steps,"[2856, 5754, 643, 984, 1880, 630, 5566, 8389, 1161, 5152]"
14717,Mathematical reasoning and notation processing,[]
14718,Mathematical reasoning breakthrough moments,[]
14728,Mathematical notation and symbols,[]
14737,Explanation of algorithmic approaches and technical concepts,[]
14746,"Mathematical calculation steps, particularly addition operations",[]
14756,Algorithmic problem-solving explanations,[]
14759,Mathematical operations and algebraic expressions,[]
14762,"Mathematical word problems involving ratios, exchanges, or relationships between quantities",[]
14774,Step-by-step mathematical and algorithmic reasoning,[]
14802,Mathematical reasoning and number theory algorithms,[]
14803,Mathematical operators and assignment syntax in programming code,[]
14808,Numbers and mathematical operations,[]
14809,Mathematical reasoning and step-by-step problem solving,[]
14812,Mathematical notation and reasoning,[]
14833,Programming problem format and example explanations,[]
14864,Explaining algorithmic approaches to problem-solving,[]
14870,Periods in mathematical explanations,[]
14874,Recursive mathematical relationships,[]
14876,Mathematical equivalence and relationships,[]
14904,The variable y in mathematical and programming contexts,[]
14909,Mathematical reasoning and calculation,[]
14911,Mathematical and algorithmic reasoning,[]
14920,Mathematical operations and equality statements,[]
14954,area calculations in mathematical contexts,[]
14955,Mathematical variables and indices in problem-solving,[]
14960,Mathematical notation and variables,[]
14963,Mathematical notation and symbols,[]
14981,Mathematical reasoning and step-by-step problem solving,[]
14997,Mathematical calculation and step-by-step numerical reasoning,[]
15006,Algorithm problem-solving explanations,[]
15014,Mathematical reasoning and calculation steps,"[7303, 9921, 3809, 1479, 4653, 3166, 15944, 6901, 1046, 5494]"
15024,Small integers in mathematical contexts,[]
15026,Mathematical algorithm problem-solving,[]
15029,Explaining algorithmic problem-solving techniques,[]
15035,Addition expressions in mathematical contexts,[]
15044,Mathematical notation in geometry problems,[]
15055,Mathematical reasoning and notation,[]
15063,Mathematical constraint reasoning,[]
15066,Mathematical notation in problem statements,"[405, 319, 208, 219, 47, 714, 293, 326, 839, 577]"
15133,First step in algorithmic explanations,[]
15141,Algorithm explanation with mathematical notation and variables,[]
15169,Mathematical reasoning and calculation steps,[]
15187,Mathematical reasoning with very large numbers,[]
15237,Geometric progressions in mathematics,[]
15242,Numbers in mathematical problems,[]
15244,maximum value or frequency determination in mathematical contexts,[]
15253,Permutation-related concepts in algorithms,[]
15254,Mathematical problem-solving with computational algorithms,[]
15257,Uncertainty and problem-solving in mathematical reasoning,[]
15270,Mathematical calculation and numerical reasoning,[]
15280,Algorithm explanation in programming solutions,[]
15281,Numbers being analyzed in computational problem-solving,[]
15286,Mathematical reasoning and numerical equality statements,[]
15296,Mathematical reasoning and comparison steps,[]
15304,Mathematical notation and expressions,[]
15306,Mathematical comparison operations,[]
15317,algebraic manipulation and mathematical reasoning,[]
15323,Explaining step-by-step mathematical transformations and algorithms,[]
15324,Step-by-step mathematical reasoning,[]
15330,Mathematical and logical relationship tokens,[]
15331,Diagonal-related mathematical reasoning,[]
15338,Mathematical reasoning and calculation steps,[]
15373,Algorithmic problem solving explanations,[]
15378,values and quantities,"[21604, 8322, 10627, 317, 150, 1249, 213, 16441, 369, 201]"
15392,Programming problem-solving and code explanation,[]
15408,Mathematical calculation steps in algorithms,[]
15410,Mathematical calculation steps,[]
15414,Addition operations in mathematics and programming,[]
15423,"Mathematical subtraction operations, especially subtracting 1",[]
15428,mathematical operations and calculations,[]
15435,Small positive integers in mathematical contexts,[]
15444,Mathematical reasoning and problem solving,[]
15446,Positive integers in mathematical problem statements,[]
15494,The number 1 in programming and mathematical contexts,[]
15533,Mathematical and programming variables and indices,[]
15547,Small integers in mathematical problem-solving examples,[]
15552,Collective mathematical reasoning,[]
15569,Numbers in programming problems,[]
15594,Step-by-step mathematical reasoning,[]
15606,The model identifies and analyzes problem constraints in mathematical problems,[]
15609,Mathematical reasoning and algorithm explanation,[]
15614,Mathematical expressions and numerical values in problem-solving,[]
15619,Mathematical expressions with variables,[]
15621,Initial values and distances in algorithmic reasoning,[]
15627,Mathematical problem-solving reasoning,[]
15656,Explaining mathematical or algorithmic transformations,[]
15665,First token of user's math or reasoning question,[]
15676,Mathematical programming problem solving,[]
15678,Mathematical problem-solving,[]
15687,Mathematical problem solving,[]
15710,Mathematical algorithms and computational problem-solving,[]
15718,Mathematical problem-solving and explanation,[]
15738,Mathematical problem-solving explanations,[]
15768,Mathematical reasoning and numerical computation,[]
15775,Algorithm explanation and problem-solving,[]
15802,Minimum value or minimal solution in mathematical contexts,[]
15805,Mathematical calculation and problem-solving,[]
15815,Number 24 and related mathematical quantities,[]
15818,Algorithmic problem-solving explanations,[]
15845,Step-by-step mathematical and algorithmic reasoning,[]
15846,Questions or explanations about how something works,[]
15878,Mathematical reasoning with continuous variables and abstractions,[]
15880,Algorithm explanation and computational problem-solving,[]
15888,Variables in mathematical programming explanations,[]
15894,Mathematical formula application explanations,[]
15898,Mathematical problem-solving and geometric computation,[]
15910,descriptions of objects or concepts,[]
15912,The number 1 in mathematical and programming contexts,[]
15918,Mathematical problem-solving contexts,[]
15920,multiset concepts in mathematical reasoning,[]
15934,Mathematical variable assignments and equality relationships,[]
